date,value,category,ref_area,year,month
2024-04-01,112527.7649154771,"Первичный рынок, эконом/комфорт",Калужская область,2024,4
2024-05-01,117762.2347725426,"Первичный рынок, эконом/комфорт",Калужская область,2024,5
2024-06-01,117103.1485099214,"Первичный рынок, эконом/комфорт",Калужская область,2024,6
2024-07-01,108411.2338073395,"Первичный рынок, эконом/комфорт",Калужская область,2024,7
2024-08-01,106253.7999012567,"Первичный рынок, эконом/комфорт",Калужская область,2024,8
2024-09-01,109535.7818508705,"Первичный рынок, эконом/комфорт",Калужская область,2024,9
2024-10-01,114477.7508789625,"Первичный рынок, эконом/комфорт",Калужская область,2024,10
2024-11-01,115049.9978558591,"Первичный рынок, эконом/комфорт",Калужская область,2024,11
2024-12-01,116635.0179777871,"Первичный рынок, эконом/комфорт",Калужская область,2024,12
2025-01-01,115141.8488930977,"Первичный рынок, эконом/комфорт",Калужская область,2025,1
2025-02-01,122332.1015704047,"Первичный рынок, эконом/комфорт",Калужская область,2025,2
2025-03-01,117335.3968421053,"Первичный рынок, эконом/комфорт",Калужская область,2025,3
2025-04-01,119489.1620138889,"Первичный рынок, эконом/комфорт",Калужская область,2025,4
2025-05-01,115155.4093299247,"Первичный рынок, эконом/комфорт",Калужская область,2025,5
2025-06-01,118253.5595584863,"Первичный рынок, эконом/комфорт",Калужская область,2025,6
2025-07-01,124205.312786847,"Первичный рынок, эконом/комфорт",Калужская область,2025,7
2025-08-01,124046.1080454545,"Первичный рынок, эконом/комфорт",Калужская область,2025,8
2025-09-01,129223.8541233766,"Первичный рынок, эконом/комфорт",Калужская область,2025,9
2022-01-01,53726.4591439689,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,1
2022-02-01,55686.7256637168,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,2
2022-03-01,59993.6260444444,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,3
2022-04-01,64581.754131783,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,4
2022-05-01,62771.9155844156,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,5
2022-06-01,63807.1248307692,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,6
2022-07-01,62755.074352548,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,7
2022-08-01,63261.0937938144,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,8
2022-09-01,67065.3093201133,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,9
2022-10-01,64698.5141462818,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,10
2022-11-01,65250.5669802867,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,11
2022-12-01,66119.9859432115,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2022,12
2023-01-01,66210.2474074074,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,1
2023-02-01,67955.7047336562,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,2
2023-03-01,68461.949197861,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,3
2023-04-01,69484.1855420054,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,4
2023-05-01,69063.7042583333,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,5
2023-06-01,68701.6527534965,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,6
2023-07-01,70679.3561213992,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,7
2023-08-01,76712.3219820555,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,8
2023-09-01,82216.0782438017,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,9
2023-10-01,86062.623627193,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,10
2023-11-01,88074.2216233766,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,11
2023-12-01,90382.3925742574,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2023,12
2024-01-01,89857.3480424528,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,1
2024-02-01,89619.1940878828,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,2
2024-03-01,89598.9368409742,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,3
2024-04-01,90888.513356074,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,4
2024-05-01,93840.7284046692,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,5
2024-06-01,90855.2719064748,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,6
2024-07-01,91493.1522099448,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,7
2024-08-01,94162.5227269289,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,8
2024-09-01,93826.7344101877,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,9
2024-10-01,96215.9014094875,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,10
2024-11-01,96557.6206122449,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,11
2024-12-01,100068.7105974843,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2024,12
2025-01-01,104086.5426217009,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,1
2025-02-01,105972.7158285714,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,2
2025-03-01,105217.8869476546,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,3
2025-04-01,105249.9491601445,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,4
2025-05-01,103610.0006082802,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,5
2025-06-01,103447.3160583446,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,6
2025-07-01,107145.5240304487,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,7
2025-08-01,109433.2595708154,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,8
2025-09-01,109383.8775259516,"Первичный рынок, эконом/комфорт",Республика Марий Эл,2025,9
2022-01-01,66573.1930164965,Вторичный рынок,Тамбовская область,2022,1
2022-02-01,69205.6721596958,Вторичный рынок,Тамбовская область,2022,2
2022-03-01,74181.0957609711,Вторичный рынок,Тамбовская область,2022,3
2022-04-01,75794.2317717478,Вторичный рынок,Тамбовская область,2022,4
2022-05-01,76396.3671292517,Вторичный рынок,Тамбовская область,2022,5
2022-06-01,75752.4328688525,Вторичный рынок,Тамбовская область,2022,6
2022-07-01,75754.8195347395,Вторичный рынок,Тамбовская область,2022,7
2022-08-01,75969.4349725107,Вторичный рынок,Тамбовская область,2022,8
2022-09-01,75977.9641632413,Вторичный рынок,Тамбовская область,2022,9
2022-10-01,76047.0936504975,Вторичный рынок,Тамбовская область,2022,10
2022-11-01,76578.5878284672,Вторичный рынок,Тамбовская область,2022,11
2022-12-01,77057.4942471769,Вторичный рынок,Тамбовская область,2022,12
2023-01-01,77858.4117832817,Вторичный рынок,Тамбовская область,2023,1
2023-02-01,79308.6127289266,Вторичный рынок,Тамбовская область,2023,2
2023-03-01,79767.8738196721,Вторичный рынок,Тамбовская область,2023,3
2023-04-01,79378.8088777661,Вторичный рынок,Тамбовская область,2023,4
2023-05-01,78851.4500643087,Вторичный рынок,Тамбовская область,2023,5
2023-06-01,78342.1426538061,Вторичный рынок,Тамбовская область,2023,6
2023-07-01,79455.3401341971,Вторичный рынок,Тамбовская область,2023,7
2023-08-01,79612.4619631902,Вторичный рынок,Тамбовская область,2023,8
2023-09-01,81343.2191238095,Вторичный рынок,Тамбовская область,2023,9
2023-10-01,82752.0257517155,Вторичный рынок,Тамбовская область,2023,10
2023-11-01,82906.6231016043,Вторичный рынок,Тамбовская область,2023,11
2023-12-01,83783.1650616333,Вторичный рынок,Тамбовская область,2023,12
2024-01-01,85576.2117615385,Вторичный рынок,Тамбовская область,2024,1
2024-02-01,87322.0240145454,Вторичный рынок,Тамбовская область,2024,2
2024-03-01,88757.435142232,Вторичный рынок,Тамбовская область,2024,3
2024-04-01,88414.3876139818,Вторичный рынок,Тамбовская область,2024,4
2024-05-01,89854.511824722,Вторичный рынок,Тамбовская область,2024,5
2024-06-01,89743.731116218,Вторичный рынок,Тамбовская область,2024,6
2024-07-01,90755.2967534157,Вторичный рынок,Тамбовская область,2024,7
2024-08-01,90477.4884689655,Вторичный рынок,Тамбовская область,2024,8
2024-09-01,89234.0898132935,Вторичный рынок,Тамбовская область,2024,9
2024-10-01,89453.9469284603,Вторичный рынок,Тамбовская область,2024,10
2024-11-01,91016.0017741935,Вторичный рынок,Тамбовская область,2024,11
2024-12-01,89747.1684206151,Вторичный рынок,Тамбовская область,2024,12
2025-01-01,92154.2903807471,Вторичный рынок,Тамбовская область,2025,1
2025-02-01,92316.5072355769,Вторичный рынок,Тамбовская область,2025,2
2025-03-01,93544.0875867159,Вторичный рынок,Тамбовская область,2025,3
2025-04-01,92849.0329819695,Вторичный рынок,Тамбовская область,2025,4
2025-05-01,92488.1182676056,Вторичный рынок,Тамбовская область,2025,5
2025-06-01,91041.543602115,Вторичный рынок,Тамбовская область,2025,6
2025-07-01,92634.0560898726,Вторичный рынок,Тамбовская область,2025,7
2025-08-01,91715.4969012266,Вторичный рынок,Тамбовская область,2025,8
2025-09-01,92466.8595918367,Вторичный рынок,Тамбовская область,2025,9
2022-01-01,49571.2771209801,Вторичный рынок,Курганская область,2022,1
2022-02-01,49733.0999208145,Вторичный рынок,Курганская область,2022,2
2022-03-01,51859.9381358025,Вторичный рынок,Курганская область,2022,3
2022-04-01,51813.2460746004,Вторичный рынок,Курганская область,2022,4
2022-05-01,51682.6994211459,Вторичный рынок,Курганская область,2022,5
2022-06-01,52602.1800253036,Вторичный рынок,Курганская область,2022,6
2022-07-01,52065.7550024643,Вторичный рынок,Курганская область,2022,7
2022-08-01,54506.9564529332,Вторичный рынок,Курганская область,2022,8
2022-09-01,54622.9347566265,Вторичный рынок,Курганская область,2022,9
2022-10-01,55719.045338007,Вторичный рынок,Курганская область,2022,10
2022-11-01,54874.2140947075,Вторичный рынок,Курганская область,2022,11
2022-12-01,55309.5546037736,Вторичный рынок,Курганская область,2022,12
2023-01-01,55799.8964747281,Вторичный рынок,Курганская область,2023,1
2023-02-01,58227.5924033314,Вторичный рынок,Курганская область,2023,2
2023-03-01,59648.0888430233,Вторичный рынок,Курганская область,2023,3
2023-04-01,60314.7892511792,Вторичный рынок,Курганская область,2023,4
2023-05-01,61901.0290464396,Вторичный рынок,Курганская область,2023,5
2023-06-01,61866.4803515625,Вторичный рынок,Курганская область,2023,6
2023-07-01,62878.5277959184,Вторичный рынок,Курганская область,2023,7
2023-08-01,63746.5852719362,Вторичный рынок,Курганская область,2023,8
2023-09-01,65480.6657431907,Вторичный рынок,Курганская область,2023,9
2023-10-01,67888.9952216379,Вторичный рынок,Курганская область,2023,10
2023-11-01,68989.1052011494,Вторичный рынок,Курганская область,2023,11
2023-12-01,70361.6586858974,Вторичный рынок,Курганская область,2023,12
2024-01-01,72015.7381707317,Вторичный рынок,Курганская область,2024,1
2024-02-01,73982.2931853973,Вторичный рынок,Курганская область,2024,2
2024-03-01,73457.7293855503,Вторичный рынок,Курганская область,2024,3
2024-04-01,74391.0814649681,Вторичный рынок,Курганская область,2024,4
2024-05-01,73961.6896782666,Вторичный рынок,Курганская область,2024,5
2024-06-01,73595.8561538462,Вторичный рынок,Курганская область,2024,6
2024-07-01,73664.1186217949,Вторичный рынок,Курганская область,2024,7
2024-08-01,74457.9858946658,Вторичный рынок,Курганская область,2024,8
2024-09-01,74927.5155957867,Вторичный рынок,Курганская область,2024,9
2024-10-01,74538.6967783321,Вторичный рынок,Курганская область,2024,10
2024-11-01,73594.2950081037,Вторичный рынок,Курганская область,2024,11
2024-12-01,73755.9722088353,Вторичный рынок,Курганская область,2024,12
2025-01-01,77344.1037965486,Вторичный рынок,Курганская область,2025,1
2025-02-01,77191.598,Вторичный рынок,Курганская область,2025,2
2025-03-01,78371.9548339483,Вторичный рынок,Курганская область,2025,3
2025-04-01,78075.2039243924,Вторичный рынок,Курганская область,2025,4
2025-05-01,79206.1620433996,Вторичный рынок,Курганская область,2025,5
2025-06-01,77324.7870646388,Вторичный рынок,Курганская область,2025,6
2025-07-01,78785.7328403909,Вторичный рынок,Курганская область,2025,7
2025-08-01,79505.825608365,Вторичный рынок,Курганская область,2025,8
2025-09-01,80843.6988211921,Вторичный рынок,Курганская область,2025,9
2022-01-01,94211.2527870973,"Первичный рынок, эконом/комфорт",Тюменская область,2022,1
2022-02-01,97838.0574086769,"Первичный рынок, эконом/комфорт",Тюменская область,2022,2
2022-03-01,102012.9654780564,"Первичный рынок, эконом/комфорт",Тюменская область,2022,3
2022-04-01,103244.3700896367,"Первичный рынок, эконом/комфорт",Тюменская область,2022,4
2022-05-01,104382.7300414723,"Первичный рынок, эконом/комфорт",Тюменская область,2022,5
2022-06-01,105221.8410637761,"Первичный рынок, эконом/комфорт",Тюменская область,2022,6
2022-07-01,106114.9221809499,"Первичный рынок, эконом/комфорт",Тюменская область,2022,7
2022-08-01,105348.9225854915,"Первичный рынок, эконом/комфорт",Тюменская область,2022,8
2022-09-01,106907.1467734988,"Первичный рынок, эконом/комфорт",Тюменская область,2022,9
2022-10-01,108135.2415773089,"Первичный рынок, эконом/комфорт",Тюменская область,2022,10
2022-11-01,109275.9552818506,"Первичный рынок, эконом/комфорт",Тюменская область,2022,11
2022-12-01,110384.3876073525,"Первичный рынок, эконом/комфорт",Тюменская область,2022,12
2023-01-01,109331.7309708306,"Первичный рынок, эконом/комфорт",Тюменская область,2023,1
2023-02-01,111062.8396881752,"Первичный рынок, эконом/комфорт",Тюменская область,2023,2
2023-03-01,111412.2023254768,"Первичный рынок, эконом/комфорт",Тюменская область,2023,3
2023-04-01,112047.1194760032,"Первичный рынок, эконом/комфорт",Тюменская область,2023,4
2023-05-01,112300.8773817451,"Первичный рынок, эконом/комфорт",Тюменская область,2023,5
2023-06-01,112699.0410705872,"Первичный рынок, эконом/комфорт",Тюменская область,2023,6
2023-07-01,114704.5691630321,"Первичный рынок, эконом/комфорт",Тюменская область,2023,7
2023-08-01,119715.5364465178,"Первичный рынок, эконом/комфорт",Тюменская область,2023,8
2023-09-01,122790.6578536261,"Первичный рынок, эконом/комфорт",Тюменская область,2023,9
2023-10-01,125253.7200469188,"Первичный рынок, эконом/комфорт",Тюменская область,2023,10
2023-11-01,125108.5323183635,"Первичный рынок, эконом/комфорт",Тюменская область,2023,11
2023-12-01,127159.7992969093,"Первичный рынок, эконом/комфорт",Тюменская область,2023,12
2024-01-01,126940.4633354343,"Первичный рынок, эконом/комфорт",Тюменская область,2024,1
2024-02-01,128176.3640237769,"Первичный рынок, эконом/комфорт",Тюменская область,2024,2
2024-03-01,128075.6570395257,"Первичный рынок, эконом/комфорт",Тюменская область,2024,3
2024-04-01,130431.7016986072,"Первичный рынок, эконом/комфорт",Тюменская область,2024,4
2024-05-01,131783.537922204,"Первичный рынок, эконом/комфорт",Тюменская область,2024,5
2024-06-01,132653.3330591799,"Первичный рынок, эконом/комфорт",Тюменская область,2024,6
2024-07-01,135591.4022345493,"Первичный рынок, эконом/комфорт",Тюменская область,2024,7
2024-08-01,135736.4281674078,"Первичный рынок, эконом/комфорт",Тюменская область,2024,8
2024-09-01,135583.6804232534,"Первичный рынок, эконом/комфорт",Тюменская область,2024,9
2024-10-01,137263.2164609074,"Первичный рынок, эконом/комфорт",Тюменская область,2024,10
2024-11-01,139266.2659546099,"Первичный рынок, эконом/комфорт",Тюменская область,2024,11
2024-12-01,139596.1562628963,"Первичный рынок, эконом/комфорт",Тюменская область,2024,12
2025-01-01,141095.3759399571,"Первичный рынок, эконом/комфорт",Тюменская область,2025,1
2025-02-01,141358.6651210075,"Первичный рынок, эконом/комфорт",Тюменская область,2025,2
2025-03-01,140613.4602634331,"Первичный рынок, эконом/комфорт",Тюменская область,2025,3
2025-04-01,143720.4331125996,"Первичный рынок, эконом/комфорт",Тюменская область,2025,4
2025-05-01,142235.9603434976,"Первичный рынок, эконом/комфорт",Тюменская область,2025,5
2025-06-01,143196.2021982467,"Первичный рынок, эконом/комфорт",Тюменская область,2025,6
2025-07-01,142269.6140296262,"Первичный рынок, эконом/комфорт",Тюменская область,2025,7
2025-08-01,145064.1599188387,"Первичный рынок, эконом/комфорт",Тюменская область,2025,8
2025-09-01,145758.7321688735,"Первичный рынок, эконом/комфорт",Тюменская область,2025,9
2022-01-01,53174.0966377458,Вторичный рынок,Кемеровская область,2022,1
2022-02-01,62369.3445251599,Вторичный рынок,Кемеровская область,2022,2
2022-03-01,62717.9780654802,Вторичный рынок,Кемеровская область,2022,3
2022-04-01,63765.8805212183,Вторичный рынок,Кемеровская область,2022,4
2022-05-01,65846.8299085225,Вторичный рынок,Кемеровская область,2022,5
2022-06-01,62871.9632594994,Вторичный рынок,Кемеровская область,2022,6
2022-07-01,63029.8789878683,Вторичный рынок,Кемеровская область,2022,7
2022-08-01,63747.0712258005,Вторичный рынок,Кемеровская область,2022,8
2022-09-01,70989.5077095473,Вторичный рынок,Кемеровская область,2022,9
2022-10-01,70313.1350251688,Вторичный рынок,Кемеровская область,2022,10
2022-11-01,71524.9840956691,Вторичный рынок,Кемеровская область,2022,11
2022-12-01,72785.9455059095,Вторичный рынок,Кемеровская область,2022,12
2023-01-01,74808.995138457,Вторичный рынок,Кемеровская область,2023,1
2023-02-01,76404.3260784314,Вторичный рынок,Кемеровская область,2023,2
2023-03-01,76583.8874462705,Вторичный рынок,Кемеровская область,2023,3
2023-04-01,77543.0601347264,Вторичный рынок,Кемеровская область,2023,4
2023-05-01,79389.7519353442,Вторичный рынок,Кемеровская область,2023,5
2023-06-01,79396.3149507104,Вторичный рынок,Кемеровская область,2023,6
2023-07-01,82363.3750978358,Вторичный рынок,Кемеровская область,2023,7
2023-08-01,83125.7571868451,Вторичный рынок,Кемеровская область,2023,8
2023-09-01,84888.4929915334,Вторичный рынок,Кемеровская область,2023,9
2023-10-01,86799.7256530185,Вторичный рынок,Кемеровская область,2023,10
2023-11-01,89677.1372973748,Вторичный рынок,Кемеровская область,2023,11
2023-12-01,90991.624201533,Вторичный рынок,Кемеровская область,2023,12
2024-01-01,91763.2693734187,Вторичный рынок,Кемеровская область,2024,1
2024-02-01,91343.6948558125,Вторичный рынок,Кемеровская область,2024,2
2024-03-01,92630.9749483096,Вторичный рынок,Кемеровская область,2024,3
2024-04-01,92321.6360165021,Вторичный рынок,Кемеровская область,2024,4
2024-05-01,92915.5329681102,Вторичный рынок,Кемеровская область,2024,5
2024-06-01,91966.3574042161,Вторичный рынок,Кемеровская область,2024,6
2024-07-01,90437.6193100458,Вторичный рынок,Кемеровская область,2024,7
2024-08-01,89388.0400474255,Вторичный рынок,Кемеровская область,2024,8
2024-09-01,88706.2617646287,Вторичный рынок,Кемеровская область,2024,9
2024-10-01,88326.9689313277,Вторичный рынок,Кемеровская область,2024,10
2024-11-01,87462.027821229,Вторичный рынок,Кемеровская область,2024,11
2024-12-01,87570.2582326308,Вторичный рынок,Кемеровская область,2024,12
2025-01-01,89229.5816701295,Вторичный рынок,Кемеровская область,2025,1
2025-02-01,87829.8387026828,Вторичный рынок,Кемеровская область,2025,2
2025-03-01,86476.5252958044,Вторичный рынок,Кемеровская область,2025,3
2025-04-01,88964.9949858685,Вторичный рынок,Кемеровская область,2025,4
2025-05-01,87815.5261360276,Вторичный рынок,Кемеровская область,2025,5
2025-06-01,87417.0872016362,Вторичный рынок,Кемеровская область,2025,6
2025-07-01,84323.0255311151,Вторичный рынок,Кемеровская область,2025,7
2025-08-01,85335.3960172933,Вторичный рынок,Кемеровская область,2025,8
2025-09-01,86020.112359439,Вторичный рынок,Кемеровская область,2025,9
2022-01-01,64963.5285217391,Вторичный рынок,Чеченская Республика,2022,1
2022-02-01,66813.5643430657,Вторичный рынок,Чеченская Республика,2022,2
2022-03-01,69482.2254101996,Вторичный рынок,Чеченская Республика,2022,3
2022-04-01,68487.1425886525,Вторичный рынок,Чеченская Республика,2022,4
2022-05-01,66897.7024707846,Вторичный рынок,Чеченская Республика,2022,5
2022-06-01,67875.2657777778,Вторичный рынок,Чеченская Республика,2022,6
2022-07-01,67414.3998715204,Вторичный рынок,Чеченская Республика,2022,7
2022-08-01,66479.7801088435,Вторичный рынок,Чеченская Республика,2022,8
2022-09-01,67427.9310699001,Вторичный рынок,Чеченская Республика,2022,9
2022-10-01,66799.2817266187,Вторичный рынок,Чеченская Республика,2022,10
2022-11-01,67481.0415620438,Вторичный рынок,Чеченская Республика,2022,11
2022-12-01,68273.7915463918,Вторичный рынок,Чеченская Республика,2022,12
2023-01-01,67553.572388974,Вторичный рынок,Чеченская Республика,2023,1
2023-02-01,69206.2059646302,Вторичный рынок,Чеченская Республика,2023,2
2023-03-01,71714.8027678571,Вторичный рынок,Чеченская Республика,2023,3
2023-04-01,71386.22945,Вторичный рынок,Чеченская Республика,2023,4
2023-05-01,71712.4984236453,Вторичный рынок,Чеченская Республика,2023,5
2023-06-01,72552.2691014975,Вторичный рынок,Чеченская Республика,2023,6
2023-07-01,75005.6087262873,Вторичный рынок,Чеченская Республика,2023,7
2023-08-01,73870.4049504951,Вторичный рынок,Чеченская Республика,2023,8
2023-09-01,73483.9130205279,Вторичный рынок,Чеченская Республика,2023,9
2023-10-01,75732.0743606557,Вторичный рынок,Чеченская Республика,2023,10
2023-11-01,77996.2454193548,Вторичный рынок,Чеченская Республика,2023,11
2023-12-01,81525.4122727273,Вторичный рынок,Чеченская Республика,2023,12
2024-01-01,82485.0615116279,Вторичный рынок,Чеченская Республика,2024,1
2024-02-01,86302.9082121212,Вторичный рынок,Чеченская Республика,2024,2
2024-03-01,85807.7659223301,Вторичный рынок,Чеченская Республика,2024,3
2024-04-01,87453.6007942238,Вторичный рынок,Чеченская Республика,2024,4
2024-05-01,88568.9766268657,Вторичный рынок,Чеченская Республика,2024,5
2024-06-01,87817.8212772586,Вторичный рынок,Чеченская Республика,2024,6
2024-07-01,87740.1824104235,Вторичный рынок,Чеченская Республика,2024,7
2024-08-01,89494.7385172414,Вторичный рынок,Чеченская Республика,2024,8
2024-09-01,89281.1530111524,Вторичный рынок,Чеченская Республика,2024,9
2024-10-01,88719.7330177515,Вторичный рынок,Чеченская Республика,2024,10
2024-11-01,89221.3880756014,Вторичный рынок,Чеченская Республика,2024,11
2024-12-01,90447.8728855722,Вторичный рынок,Чеченская Республика,2024,12
2025-01-01,91252.6776727273,Вторичный рынок,Чеченская Республика,2025,1
2025-02-01,88723.7015596331,Вторичный рынок,Чеченская Республика,2025,2
2025-03-01,87069.7102564103,Вторичный рынок,Чеченская Республика,2025,3
2025-04-01,87623.3011464968,Вторичный рынок,Чеченская Республика,2025,4
2025-05-01,91674.485522388,Вторичный рынок,Чеченская Республика,2025,5
2025-06-01,92463.8372580645,Вторичный рынок,Чеченская Республика,2025,6
2025-07-01,90592.0866666667,Вторичный рынок,Чеченская Республика,2025,7
2025-08-01,88850.5417948718,Вторичный рынок,Чеченская Республика,2025,8
2025-09-01,89960.3812605042,Вторичный рынок,Чеченская Республика,2025,9
2022-01-01,155155.2491550926,"Первичный рынок, бизнес-класс",Новосибирская область,2022,1
2022-02-01,171846.287180657,"Первичный рынок, бизнес-класс",Новосибирская область,2022,2
2022-03-01,181376.5070427196,"Первичный рынок, бизнес-класс",Новосибирская область,2022,3
2022-04-01,175443.5610483871,"Первичный рынок, бизнес-класс",Новосибирская область,2022,4
2022-05-01,174178.0176623377,"Первичный рынок, бизнес-класс",Новосибирская область,2022,5
2022-06-01,182698.3821882217,"Первичный рынок, бизнес-класс",Новосибирская область,2022,6
2022-07-01,173851.8011382242,"Первичный рынок, бизнес-класс",Новосибирская область,2022,7
2022-08-01,174185.301025066,"Первичный рынок, бизнес-класс",Новосибирская область,2022,8
2022-09-01,172092.9525647383,"Первичный рынок, бизнес-класс",Новосибирская область,2022,9
2022-10-01,178174.5321505718,"Первичный рынок, бизнес-класс",Новосибирская область,2022,10
2022-11-01,177987.1292203833,"Первичный рынок, бизнес-класс",Новосибирская область,2022,11
2022-12-01,171843.3632077503,"Первичный рынок, бизнес-класс",Новосибирская область,2022,12
2023-01-01,172116.1652947481,"Первичный рынок, бизнес-класс",Новосибирская область,2023,1
2023-02-01,175144.6385426305,"Первичный рынок, бизнес-класс",Новосибирская область,2023,2
2023-03-01,175878.4243629205,"Первичный рынок, бизнес-класс",Новосибирская область,2023,3
2023-04-01,180100.5640471966,"Первичный рынок, бизнес-класс",Новосибирская область,2023,4
2023-05-01,178465.6347891304,"Первичный рынок, бизнес-класс",Новосибирская область,2023,5
2023-06-01,183446.7448106061,"Первичный рынок, бизнес-класс",Новосибирская область,2023,6
2023-07-01,182149.0400586854,"Первичный рынок, бизнес-класс",Новосибирская область,2023,7
2023-08-01,185807.3444674418,"Первичный рынок, бизнес-класс",Новосибирская область,2023,8
2023-09-01,187623.3556196414,"Первичный рынок, бизнес-класс",Новосибирская область,2023,9
2023-10-01,192821.971739262,"Первичный рынок, бизнес-класс",Новосибирская область,2023,10
2023-11-01,193713.0780795107,"Первичный рынок, бизнес-класс",Новосибирская область,2023,11
2023-12-01,193720.4511039453,"Первичный рынок, бизнес-класс",Новосибирская область,2023,12
2024-01-01,194046.303947508,"Первичный рынок, бизнес-класс",Новосибирская область,2024,1
2024-02-01,195699.3093023256,"Первичный рынок, бизнес-класс",Новосибирская область,2024,2
2024-03-01,213149.7818940248,"Первичный рынок, бизнес-класс",Новосибирская область,2024,3
2024-04-01,205235.017303719,"Первичный рынок, бизнес-класс",Новосибирская область,2024,4
2024-05-01,211890.55456778,"Первичный рынок, бизнес-класс",Новосибирская область,2024,5
2024-06-01,209801.8650997506,"Первичный рынок, бизнес-класс",Новосибирская область,2024,6
2024-07-01,200736.0817346939,"Первичный рынок, бизнес-класс",Новосибирская область,2024,7
2024-08-01,210824.9517080292,"Первичный рынок, бизнес-класс",Новосибирская область,2024,8
2024-09-01,210090.2189776692,"Первичный рынок, бизнес-класс",Новосибирская область,2024,9
2024-10-01,211183.8316943829,"Первичный рынок, бизнес-класс",Новосибирская область,2024,10
2024-11-01,211363.8608573928,"Первичный рынок, бизнес-класс",Новосибирская область,2024,11
2024-12-01,211068.4945501285,"Первичный рынок, бизнес-класс",Новосибирская область,2024,12
2025-01-01,212701.8826491117,"Первичный рынок, бизнес-класс",Новосибирская область,2025,1
2025-02-01,221177.5946641387,"Первичный рынок, бизнес-класс",Новосибирская область,2025,2
2025-03-01,201230.0180146461,"Первичный рынок, бизнес-класс",Новосибирская область,2025,3
2025-04-01,222017.7534259259,"Первичный рынок, бизнес-класс",Новосибирская область,2025,4
2025-05-01,208076.6511995386,"Первичный рынок, бизнес-класс",Новосибирская область,2025,5
2025-06-01,224265.2071646341,"Первичный рынок, бизнес-класс",Новосибирская область,2025,6
2025-07-01,227077.2710744681,"Первичный рынок, бизнес-класс",Новосибирская область,2025,7
2025-08-01,217822.5421210762,"Первичный рынок, бизнес-класс",Новосибирская область,2025,8
2025-09-01,213489.8351962025,"Первичный рынок, бизнес-класс",Новосибирская область,2025,9
2022-01-01,120068.6350665652,Вторичный рынок,Республика Крым,2022,1
2022-02-01,122765.069652921,Вторичный рынок,Республика Крым,2022,2
2022-03-01,131728.7979255155,Вторичный рынок,Республика Крым,2022,3
2022-04-01,133779.1524776119,Вторичный рынок,Республика Крым,2022,4
2022-05-01,133255.2906461395,Вторичный рынок,Республика Крым,2022,5
2022-06-01,130580.4449114298,Вторичный рынок,Республика Крым,2022,6
2022-07-01,130443.3840246365,Вторичный рынок,Республика Крым,2022,7
2022-08-01,128643.7517635311,Вторичный рынок,Республика Крым,2022,8
2022-09-01,125154.3102683563,Вторичный рынок,Республика Крым,2022,9
2022-10-01,123472.0290229079,Вторичный рынок,Республика Крым,2022,10
2022-11-01,120122.3655007794,Вторичный рынок,Республика Крым,2022,11
